URL,Label,length_cat
http://oscarcruz.pe/documentos.projectors/File.documentts/Imagedrive.documento/Imagedrive.file/filewordss/,malicious,long
https://www.healthgrades.com/physician/dr-glenn-cohen-3xsdv/,benign,medium
http://rdlbd.net/js/jh/identity.php,malicious,short
http://ip-160-153-41-160.ip.secureserver.net/mod_article/c8340,malicious,medium
https://www.trainweb.org/theattic/Canada.html,benign,short
http://fbcancelblocka3.at.ua/confirmation.htm,malicious,short
https://www.mmcblaw.com/,benign,short
http://www.rsccaritas.ie/index.html,malicious,short
http://www.id-app7.net/identify-customer=3KyLyRTvbpm4p4sbMbDMB9BBjFAEvNSCrIME51J0yHmtj9885ZKRBDjUuVs4WT1NniP2qiLBWCLwhME9WhH89cEeDQx8G3Rksmcc/,malicious,long
https://www.isanyoneup.com/2011/10/04/nason-nasty-schoeffler-from-las-vegasnv/,benign,medium
http://peluqueriadeautor.com/index.php?page=shop.browse&category_id=48&option=com_virtuemart&Itemid=70,malicious,long
http://surereturnx.com/irs-new/irs.php,malicious,short
http://eurokert.eu/index.php?option=com_content&view=article&id=82:diszhalak-arusitasa&Itemid=192,malicious,medium
https://www.scribd.com/doc/55253729/DirecTV-United-States-Latin-America-Puerto-Rico-Channels-DirecTV-Local-Channels-with-HD,benign,long
http://www.viaggiareinirlanda.net/citta-irlandesi/sligo.html,malicious,medium
http://www.tandemimmobilier.fr/index.php?option=com_content&view=article&id=110:sommes-retenues-du-depot-de-garantie&catid=21:quitter-le-logement&Itemid=29,malicious,long
https://www.thebestpictureproject.wordpress.com/2011/10/17/being-john-malkovich/,benign,medium
http://xa.yimg.com/kq/groups/22858154/1701051781/name/Restore+Your+PayPal+Account.html,malicious,medium
https://www.mysciencebox.org/caldecott,benign,short
http://activetalk.it/_private/paypalaonlinesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf83475sdjfgnmcb47835y/paypalaonlinesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf83475sdjfgnmcb47835y/,malicious,long
http://pgee-kardjali.com/index.php?option=com_content&view=article&id=68:2010-03-12-13-44-49&catid=45&Itemid=64&lang=bg,malicious,long
http://rohdiecareers.com/wp-includes/pm.dll,malicious,short
http://www.bilamal.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5iaWxhbWFsLmRlL2Jpb3RlY2hub2xvZ2llL2Jpb2tvcnJvc2lvbg==,malicious,long
http://amadeus.inf.br/wp-admin/user/files/,malicious,short
https://www.compaqrepair.com/guide/Compaq_motherboard_ac_power_jacks.htm,benign,medium
https://www.forargyll.com/2008/11/govan-bvt-launch-of-hms-dragon-latest-type-45-daring-class-destroyer/,benign,long
https://www.lasr.net/travel/lake.php?++sh-kress-building&Lake_ID=&VA=Y&Attraction_ID=KS0108011a010,benign,medium
https://mitsui-jyuku.mixh.jp/uploads/166ODNO38B.exe,malicious,medium
http://service-info.gq/user-login.php?cmd=_flow&SESSION=bjnt53IvHXGxgW...,malicious,medium
http://shinemastersllc.com/setup.php,malicious,short
http://feestineendoos.nl/system/logs/7623dh3f.exe?.7055475,malicious,medium
http://www.planet-auto.go.ro/j8fn3rg3,malicious,short
https://www.hec.ca/en/international_student/index.html,benign,medium
https://www.redorbit.com/news/technology/1112406485/about_level_5_motorsports_and_scott_tucker_racing/index.html,benign,long
https://www.iheartmusic.net/serendipity/index.php?/archives/2263-This-weeks-feature-Handsome-Furs.html,benign,long
http://www.enprofil.nl/silhouetknippers.html,malicious,short
https://www.kansascitykansan.com/node?page=1,benign,short
http://sikdertechbd.com/template/tommydoc/Tommy11/,malicious,short
https://www.wn.com/Viljoen,benign,short
https://www.cbc.ca/news/arts/tv/story/2010/06/14/banff-rockies-awards.html,benign,medium
http://homeseekerstexas.com/bookmark/ii.php,malicious,short
https://www.absoluteastronomy.com/topics/Kansas_City_Comets,benign,medium
https://www.seattlewashingtonzipcode.com/,benign,short
https://www.en.wikipedia.org/wiki/Donkey_Cabbages,benign,short
https://www.richardeaston.com/press,benign,short
http://www.bilamal.de/gesundheitsrelevante-leistungen-laboratoriumsdiagnostik/lufttechnische-anlagen?tmpl=component&print=1&page=,malicious,long
http://www.sportscity.co.th/index.php/Other/index.html,malicious,medium
https://www.unionfacts.com/employees/Laborers,benign,short
https://www.sachinwable.com/engine/image-search.php?searchText=Beckley%20Post%20Herald%20Obituaries,benign,medium
http://bombasrivas.com.mx/actualizacion/dropbox/activity.vip.163.com/vip.163.com.php?rand=WebAppSecurity.1,malicious,long
http://www.aymproducciones.cl/index.php?option=com_content&view=article&id=5:galeria-de-fotografias-eventos&Itemid=1,malicious,long
https://www.freepages.genealogy.rootsweb.ancestry.com/~snaylor/QueMark/Gatineau/Montc4-9/Montcerf/MONTCERF.HTM,benign,long
https://www.trailsendestates.aznb.com/,benign,short
https://try2-sign-ins-iosacc-the-phaypals.intubuatbot.com/session/email.php,malicious,medium
https://www.yelp.ca/biz/citadel-hill-halifax-2,benign,short
https://www.ticketnetwork.com/tickets/hershey-felder-in-maestro-the-art-of-leonard-bernstein-tickets.aspx,benign,long
https://www.video48.blogspot.com/,benign,short
http://www.sikobv.eu/sejeal.jpg,malicious,short
http://hawko.com/php/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=63&fontstyle=f-default,malicious,long
http://steffweb.dk/bkjybit,malicious,short
http://inx.lv/jW8,malicious,short
http://www.naas.ae/acct/googledrive/contactform.php...,malicious,medium
https://www.filmindependent.org/news-and-blog/film-independent-documentary-fellows-show-their-work/,benign,medium
http://nalerefmnager.com/amelie.client.assurance/PortailAS/appmanager/PortailAS/assure_somtc=true/,malicious,medium
https://www.indiepixfilms.com/film/4385,benign,short
https://www.faqs.org/people-search/mcmanus-oregon/,benign,short
http://secure.minjaz.com/c/9v7ab7cn5xxw9qkdwhq33avqsg/,malicious,medium
http://www.synapsensprung.de/traintertainment/brainstimulans.html,malicious,medium
https://www.usaippon.us/racquetballfriendsplayerannc12006,benign,medium
https://www.forum.studebakerdriversclub.com/showthread.php?54010-Indiana-College-Bans-National-Anthem,benign,long
https://www.nikon.bungie.org/,benign,short
https://www.riddick.wikia.com/wiki/Richard_B._Riddick,benign,medium
https://www.richardsilverstein.com/tikun_olam/2011/06/03/emmylou-harris-tribute-to-kate-mcgarrigle-darlin-kate/,benign,long
http://www.standardcharteredonline.tk/,malicious,short
https://www.rheostatics.zunior.com/,benign,short
http://ohmycom.es/os/s,malicious,short
https://www.islandregister.com/mcleod10.html,benign,short
http://www.2ndtimedesigns.com/rotator-slides/garden-trellis,malicious,medium
https://www.chacha.com/question/who-was-the-center-for-the-oakland-raiders-in-the-2002-superbowl-season,benign,long
https://www.tripadvisor.ca/Hotel_Review-g155032-d1225564-Reviews-Holiday_Inn_Express_Hotel_Suites_Montreal_Airport-Montreal_Quebec.html,benign,long
http://www.mgth.fi/etusivu-ryhmaen-artikkelit/36-uutiset-ajankohtaista/94-kiitos-musamessujen-keikasta,malicious,long
http://www.czdesign.cz/component/k2/itemlist/category/14-foto-montaze.html,malicious,medium
http://todaywith.date/rss/feed/stream,malicious,short
https://www.ranker.com/list/movies-of-1965/reference,benign,medium
https://www.centerlinesoccer.com/san-jose-earthquakes-proposed-soccer-specific-stadium-undergoes-neighborhood-scrutiny-new-design-elements-begin-to-take-shape/,benign,long
http://www.bpol-bpclick.com/jod-fcc/otp/step8.php?authToken=664ac5da5bbed512dabaceff039b24a1&amp;processInitiate=8,malicious,long
http://www.viaggiareinirlanda.net/itinerari/tour-a-sud-ovest-in-due-giorni.html,malicious,medium
https://www.youtube.com/watch?v=nt-Z5eJVDaw,benign,short
https://www.myspace.com/kingcharlesuk,benign,short
https://www.mylife.com/c-20933729,benign,short
https://www.rhapsody.com/artist/carla-bley,benign,short
https://www.theurbandaily.com/special-features/thats-whatsup/caktuz13/actor-jeffrey-wright-analyzes-the-future-of-black-hollywood/,benign,long
http://hoston.biz/psp/psp/note/,malicious,short
http://www.bertilohlsson.com/de/bildergalerie/formdosen/runde-dosen/lebensmitteldosen,malicious,medium
http://www.versverwerktegroenten.nl/component/mailto/index.html?tmpl=component&link=826265e1fa7b20f513c720bcdde66dec1e64b713,malicious,long
http://orion-sparta.com/sites/default/files/videos/original/bookmark/ii.php,malicious,medium
http://jjdstorage.com/image/userfiles/paypal-com.webscrcgilogin.dispatch.455935L4RQUSF942L5Lfdsqf/MGen/Fe3cf19bb1db4c1a0fa3cdd233f801ce7/,malicious,long
http://econopaginas.com/nyx37ec?YzqkkqWLW=RHkNpAc,malicious,short
https://www.shallownation.com/2011/05/28/gil-scott-heron-legendary-poet-and-musician-1949-2011-photo-video-tribute/,benign,long
https://www.ezinearticles.com/?PPC-Advertising---The-History-of-Yahoo-Search-Marketing-and-Other-PPC-Services&id=1220665,benign,long
http://brastampas.com.br/index.php?option=com_contact&view=contact&id=1&Itemid=102&lang=es,malicious,medium
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=98:cuidadosombrero&catid=43:articulos&Itemid=76,malicious,long
https://www.nethelper.com/article/Netball,benign,short
http://www.dialgurgaon.com/include/New1mail/index.php,malicious,medium
http://www.leblancathletisme.fr/index.php?view=article&catid=34:news&id=82:dernieres-nouvelles&tmpl=component&print=1&layout=default&page=,malicious,long
https://www.youtube.com/watch?v=TwoY17ZIrUs,benign,short
https://www.renaud-bray.com/books_product.aspx?id=1045515&def=Secret+de+Louise(Le)+%2302%2CDESPLAT-DUC%2C+ANNE-MARIE%2C9782081228498,benign,long
https://www.facebook.com/index.php,benign,short
http://luxe-cyprus.com/ssx.php,malicious,short
https://jonathanlunsford.com/Alapere/Zik%20Yahoo/Yahoo/home/,malicious,medium
https://www.myspace.com/sheilae,benign,short
https://www.michele-scarabelli-naked.celeb-box.com/,benign,medium
http://www.galerie-unterm-maulbeerbaum.de/index.php?view=article&id=51:2006&format=pdf&option=com_content&Itemid=50,malicious,long
https://www.buch.ch/shop/home/artikeldetails/schnellboote_vor_bataan/EAN7321921576614/ID14234707.html,benign,long
https://www.remodelingcontractors.placedash.com/in,benign,short
http://forest-camp.ru/wp-admin/network/ggs/Auto/newpage...,malicious,medium
https://www.walkercousins.com/gedcom.html,benign,short
http://looneyjourney.com/secure/c0e8ea4940259c3525d38f051bbbbf28ZmNiYmI2NjUwM2EzMWZkZmY5NzZlYmYwN2M5YmQ2NTI=/myaccount/websc_login/?country.x=NL&amp;locale.x=en_NL,malicious,long
https://boa-cgi.com/v2/8b306e9feac671e/login.php,malicious,short
http://www.yanhua.de/index.php?option=com_content&view=article&id=5&Itemid=6,malicious,medium
http://www.haoqin87.com/food/gtex/verification.php...,malicious,medium
https://www.renatagrter.girlshopes.com/,benign,short
https://www.mto.gov.on.ca/english/traveller/compass/camera/camhome1.shtml,benign,medium
http://helptheorphans.net/index.php?option=com_content&view=article&id=144&Itemid=144,malicious,medium
http://signin.eday.co.uk.ws.edayisapidllsigninru3a2f2fwww.eday.co.ukf.cottonwoodfarm.net/,malicious,medium
http://www.perlabsshipping.com/update-your-account-information/,malicious,medium
http://115.49.131.30:35629/Mozi.m,malicious,short
http://reuters-press.com/,malicious,short
https://www.iwannawatch.net/2011/08/survival-island-2005/,benign,medium
http://stsgroupbd.com/aug/ee/secure/cmd-login=5e1a1723d9bfd26aa605628ae89ccbfd/?reff=YzkzYWY2YWI5Yzg4ZmQ0MWUzMjc5MzRkYzkzOTYzZTY=,malicious,long
https://www.groups.google.com/group/chile.rec.cocina/browse_thread/thread/f2995afd9ad54242/6ec6002a3f35aac8,benign,long
https://assine.jcdigital.com.br/src/,malicious,short
http://processoiniciado20390.net/ajahahshgg35858ahahshshh34858shahahah2h48587a7a8a78ag2g4h5h5ha7a7s8d78f7fgagawhh4777a7s6s6a7sgsgh34.html,malicious,long
http://mp3-pesnja.com/song/%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%BE+%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%BE+%D0%BC%D1%8B+%D0%BC%D0%B0%D0%BB%D0%B5%D0%BD%D1%8C%D0%BA%D0%B8%D0%B5+%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D1%8B,malicious,long
http://thai-liveaboard.com/index.php?option=com_thailiveaboard&view=divesites&seaid=1&sid=3&primloc=Koh+Tarutao+Area&lang=en,malicious,long
http://134.122.118.147/lmaoWTF/loligang.spc,malicious,short
https://www.filespart.com/s/sum-41-live.html,benign,short
http://211.137.225.87:59482/Mozi.m,malicious,short
https://www.josephraphaelspringfield.catholicweb.com/index.cfm/NewsItem?ID=1021&From=news&partnerarticle=1,benign,long
https://www.thestar.com/sports/football/cfl/article/1089738--after-wildly-different-starts-to-season-lions-and-esks-set-to-clash-in-cfl-west-final,benign,long
https://www.bonjourquebec.com/qc-en/attractions-directory/quebecs-national-park/parc-national-du-mont-saint-bruno_1936237.html,benign,long
http://www.faro.edu.br/site/index.php?option=com_banners&task=click&bid=67,malicious,medium
https://www.amazon.com/Marilyn-Norman-Mailer/dp/0448010291,benign,medium
http://buydesignerjewelleryuk.com/wp-includes/secured/OneDrive-Could/login.php?cmd=login_submit&amp;id=93c39614ed28f6f80972594900d7dcc393c39614ed28f6f80972594900d7dcc3&amp;session=93c39614ed28f6f80972594900d7dcc393c39614ed28f6f80972594900d7dcc3,malicious,long
http://www.elektro-vozila.si/hibridni-avtomobili,malicious,short
http://gbcmonroe.org/index.php?option=com_jevents&task=week.listevents&year=2013&month=02&day=10&Itemid=67,malicious,long
http://www.switchy-converter.com/sony/formulario/LoginVerification.php,malicious,medium
http://awesometime4you.com/wp-admin/js/cmfr/6799a6fa2ad09f1747353099cb548c2a/,malicious,medium
http://ip-188-121-51-69.ip.secureserver.net/libraries/legacy/alibaba/,malicious,medium
https://pastebin.com/raw/NJD2NnVm,malicious,short
http://www.productiva.com.br/index.php?option=com_content&view=article&id=103:objetivos-de-um-data-warehouse&catid=43,malicious,long
https://www.linkedin.com/pub/bob-newhart/5/2b8/1a3,benign,short
https://www.en.wikipedia.org/wiki/Bruce_Pickens,benign,short
https://www.wwar.com/masters/r/ross-sir_william_charles.html,benign,medium
http://inhousehabits.com.au/wp-content/uploads/editedwells,malicious,medium
http://eclecticstate.com/chase/home/verification-billing.php,malicious,medium
http://www.guillermoroses.net/index.php?lang=en,malicious,short
http://www.wingert-sonnenschutz.de/index.php?view=article&id=57:impressum&format=pdf&option=com_content&Itemid=68,malicious,long
http://www.romanovski.se/art/performances/3-performances/16-wedding-interface-2003,malicious,medium
http://jbquimica.com/produtos,malicious,short
http://www.trenker-bestattungen.de/index.php?option=com_adsmanager&page=show_search&catid=0&Itemid=1,malicious,medium
http://jcsservices.in/cjvrang,malicious,short
https://www.craniumfitteds.com/Chicago-Blackhawks-2010-Stanley-Cup-Finals-Black-New-Era-59fifty-NHL-Hat.html,benign,long
https://www.thefreelibrary.com/Cancer+in+wildlife%2c+a+case+study%3a+beluga+from+the+St.+Lawrence...-a084865567,benign,long
http://4tribes.com.au/wp-content/uploads/2012/11/en_usdirect=localangToSignIn/index.html?bidderblocklogin&hc=1&hm=uk`1d72f+j2b2vi,malicious,long
https://www.intporn.com/forums/kink-com/1221205-5-girl-brutal-rough-sex-gang-bang-ultimate-surrender-wrestling-over-now-winners-will-fuck-losers-front-live-crowd.html,benign,long
https://www.rigwa.com/,benign,short
https://www.splash-laundromatlv.com/wp-admin/includes/access/west/wells/wells.htm,malicious,medium
https://www.precisionguitarkits.com/,benign,short
http://okumaaliskanligi.com/okuma-aliskanligi/93-kitap-ve-cocuk.html?tmpl=component&print=1&layout=default&page=,malicious,long
https://www.listal.com/list/my-favorite-giant-monster-movies,benign,medium
http://www.knittedknots.com/index.php?option=com_virtuemart&page=shop.browse&category_id=132&Itemid=4,malicious,long
https://mitsui-jyuku.mixh.jp/uploads/259N8Mk0.exe,malicious,short
https://www.pipl.com/directory/name/Porterfield/Stephen,benign,medium
https://www.mmanews.com/profile/yvesjabouin1693,benign,short
http://www.mbdalmezun.com/izmir-gezisi.htm,malicious,short
http://www.escolareiarthur.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=19&catids=84|92&Itemid=29,malicious,long
https://www.wn.com/Pure_Country,benign,short
https://www.mp3bear.com/?q=arashi,benign,short
https://peringatanfb2312.wixsite.com/mysite,malicious,short
http://116.177.179.202:57007/Mozi.m,malicious,short
http://www.kf25zx.com/images/?app=com-d3&amp,malicious,short
https://www.karabristow.wordpress.com/2011/09/16/contemporary-african-american-women-playwrights-a-casebook-casebooks-on-modern-dramatists/,benign,long
https://www.emani.org/,benign,short
https://www.bhsu.edu/Athletics/YellowJacketAthleticsNews/tabid/2267/ctl/CategoryView/mid/2980/categoryId/32/men.aspx,benign,long
https://www.facebook.com/pages/Cass-County-Missouri-Official-Site/150630276655,benign,medium
https://www.manta.com/c/mtkpk39/husch-blackwell-sanders,benign,medium
https://www.nfgc.moffitt.org/site.aspx?spid=AC2A0D57FE3B4F6B8993CE34C8110F4A,benign,medium
http://orchiddentalcentre.com/dental-treatments-and-services/surgery/extractions.html,malicious,medium
https://www.montreal.theoffside.com/team-news/breaking-news-bill-gaudette-to-sign-with-impact-for-2012.html,benign,long
https://www.huskers.com/ViewArticle.dbml?DB_OEM_ID=100&ATCLID=590976,benign,medium
https://www.nascar.com/races/cup/2010/data/standings_official.html,benign,medium
https://www.gotessays.com/essays/508/index.php,benign,short
https://www.twitter.com/schlunzi,benign,short
http://niagaranutritiondoctor.com/wp-content/auth.secure/onlineconnect.secure/AuthLogin/presentorigin%20cob%20LOB%20CONS/index2.php?REDACTED,malicious,long
https://www.tampabay.com/sports/soccer/fc-tampa-bay-loses-2-1-to-puerto-rico-islanders-in-nasl/1187208,benign,long
https://www.movies.nytimes.com/person/65347/Peter-Shinkoda,benign,medium
https://www.sportsandwrestling.mywowbb.com/forum2/22533.html,benign,medium
https://www.groups.yahoo.com/group/TCHEM/,benign,short
http://crystalradio.gr/files/secure/load11.php,malicious,short
https://www.thedeadhub.com/2010/02/28/velocity-recordsrise-records-announce-first-signing-abandon-all-ships/,benign,long
https://www.en.wikipedia.org/wiki/Mexico_national_football_team_2007,benign,medium
http://shikshasolutions.com/contact_us/contact_us/new1/cd271cf85e41543ff9b3235438a07adc/3908dc18c43b05a819f5bb5dbeeca6e1/,malicious,long
http://www.gruendungsberater-steuerberater.de/index.php?option=com_content&view=article&id=2&Itemid=2,malicious,long
http://www.fitnessequipmentworldok.com/exercise-bikes?page=shop.product_details&flypage=flypage.tpl&category_id=7&product_id=34,malicious,long
https://www.trulia.com/OR/Corbett/,benign,short
https://www.amazon.com/s?ie=UTF8&keywords=barney%20cassettes&rh=i%3Aaps%2Ck%3Abarney%20cassettes&page=1,benign,long
https://www.facebook.com/pages/Drunk-texting-always-seems-like-such-a-good-idea-until-the-next-day/108052879228123,benign,long
http://skvs.stedu.net/images/index.htm?us.battle.net/login/en/?ref=pkaxsjcus.battle.net/d3/en/index&app=com-d3,malicious,long
http://www.transports-rebours.com/templates/nld_048_1.5/slideshow/slide.html,malicious,medium
https://www.mp3raid.com/music/hitomi_no_screen_hey_say_jump.html,benign,medium
https://www.nbc.com/news/2009/02/19/late-night-with-jimmy-fallon-announces-all-star-lineup-for-launch-week/,benign,long
https://www.badcaps.net/forum/showthread.php?t=3979,benign,medium
https://www.minnpost.com/politicalagenda/2011/07/25/30298/sen_berglin_to_leave_legislature_after_nearly_40_years,benign,long
http://www.brocantezussen.nl/index.php?option=com_virtuemart&page=shop.browse&category_id=11&Itemid=4,malicious,long
http://xjbctcky.com/images/?ref=http://us.battle.net/d3/en/index,malicious,medium
http://www.guillermoroses.net/index.php?option=com_mailto&tmpl=component&link=e493da172e3328a02c4de0aa7b598d1f0c3fb44e&lang=en,malicious,long
https://www.claudeschocolate.com/about.php,benign,short
https://www.searchstops.com/7/?page_id=206,benign,short
http://www.connexion3.gr/epikoinonia,malicious,short
http://prettanike.com/ggg/Netflix/user857/,malicious,short
https://www.docstoc.com/docs/74488114/THE-GENEALOGY-OF-JOHN-WILLIAM-SWEENEY-AND-SARAH-JANE-SWEENEY-OF-rtf,benign,long
https://www.eye-on-hockey.blogs.cbssports.com/mcc/blogs/entry/27694626/31669271,benign,medium
https://www.web.mit.edu/lebanon/www/club/members/current.html,benign,medium
http://aucoeur-desvaleurs.com/luck218,malicious,short
https://www.amazon.com/Kings-Queens-Courtiers-Renaissance-Institute/dp/0300170254,benign,medium
https://www.nfl.com/player/andretorrey/2506290/profile,benign,medium
http://www.rosstars.nl/index.php?format=feed&type=atom,malicious,medium
http://www.fitnessequipmentworldok.com/ellipticals?page=shop.product_details&flypage=flypage_images.tpl&category_id=1&product_id=18,malicious,long
https://koreantaekwondo.tripod.com/,benign,short
http://www.thenathanbaker.com/thenathanbaker.com/wordpress/wp-content/themes/graphene/style.css?ver=4.0.5,malicious,long
https://www.gamewornauctions.net/products/2009_10_Tyler_Kennedy_Penguins_Game_Worn_Jersey_Throwback_Final_Season_at_Mellon_Arena_Team_Letter-3060-89.html,benign,long
https://www.ticketmaster.com/VIEJAS-ARENA-AT-AZTEC-BOWL-SAN-DIEGO-STATE-UNIVERSITY-tickets-San-Diego/venue/82162,benign,long
http://www.rew.nl/constructiegereedschappen,malicious,short
https://www.worldofpigment.com/,benign,short
https://www.foufounes.qc.ca/nouvelles/,benign,short
https://www.facebook.com/people/Gerald-Tremblay/541456505,benign,medium
http://poker-bets.net/contact-us,malicious,short
https://www.pmcu.com/?Cabinet=MAIN&Drawer=Electronic+Services&Folder=ATM+%2F+VISA+Debit+Card&SubFolder=ATM+%2F+VISA+Debit+Card,benign,long
https://www.torrentreactor.net/torrents/1933683/The-Nick-Park-Collection-Short-Films-%281989-2002%29-JBW,benign,long
https://www.192.com/atoz/people/cornforth/ian/,benign,short
http://www.homedesign.com.br/index.php?option=com_content&view=article&id=249:cadeira-babbi&catid=9:cadeiras&Itemid=11,malicious,long
http://www.gartmarine.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=18&category_id=9&option=com_virtuemart&Itemid=11,malicious,long
https://www.en.wikipedia.org/wiki/Jon_Niese,benign,short
https://www.mcgill.lib.overdrive.com/,benign,short
https://www.kcradio.tripod.com/right.html,benign,short
http://dinamusfg.com/82hwv,malicious,short
https://www.pittsburgh.about.com/od/fayette_schools/Fayette_County_Schools_Education.htm,benign,medium
https://www.fanbase.com/Haggai-Leboo,benign,short
http://sacramentoslotmachinerepair.com/mcade/Googledoc,malicious,medium
http://statictab-d.statictab.com/2673182,malicious,short
http://infighter.co.uk/nanna/lut/,malicious,short
http://www.feuerbestattung.lu/index.php/de/declaration-de-volonte-dincineration-brandenburger/9-formulaire-declaration-de-volonte-dincineration,malicious,long
https://www.barnesandnoble.com/w/pediatric-clinical-skills-richard-b-goldbloom/1100213036,benign,medium
https://www.blueridgecompanies.com/,benign,short
http://hamidrukkers.nl/67j5hg,malicious,short
http://thirlnak.net/6i2lk,malicious,short
https://www.seekingarrangement.com/United%20States/Louisiana/Loranger/,benign,medium
https://www.uc.edu/news/NR.aspx?id=13250,benign,short
http://zshsq.com/product/class/index.html?137.html,malicious,short
https://www.mapsofworld.com/olympic-trivia/olympic-poster.html,benign,medium
http://dvrpxht.silyaqgppf.ga:14427/1972/05/04/bill/outside/rapid/clever-rare-suspicious-treasure-damp-mystery-lump-aloud-total-duke.html,malicious,long
http://stromscatering.se/temp/bilder/,malicious,short
https://www.rockradioscrapbook.ca/radckgm.html,benign,short
https://www.montrealgazette.com/sports/Former+star+Wennington+hasn+forgotten+roots/5296305/story.html,benign,long
https://www.joplinglobe.com/local/x1996922315/Thomas-Hart-Benton-studio-home-is-Missouri-s-smallest-state-park/print,benign,long
https://www.amazon.com/Takedown-Pursuit-Americas-Computer-Outlaw/dp/0786889136,benign,medium
http://9py8y2vyv5.cynesuwecyrwsed.info/favicon.ico\n,malicious,medium
http://mmc-leipzig.com/index.php?8bc1c09a094af245aef68c484be20a2c=0914f7f8db050a004020560eef25859f&format=html&Itemid=5&option=com_content&view=article&id=20&filter=D&kid=0&fid=0,malicious,long
https://rkdalmill.com/Employee/.main_pagemain_page/.quarantrineemails/.EmployeeExport/.main_pagemain_page/.emailquarantrine/.EmployeeExport.main_pagemain_page/.main_pagemain_page.quarantrineemails/?email=ijones66@prepaidlegal.com,malicious,long
https://www.thefreedictionary.com/Thomas+Hart+Benton,benign,medium
https://www.soflascene.com/news/announcing-rola-music-fest/,benign,medium
https://www.mls-rumors.net/18657/2011/08/report-sacre-coeu-montreal-heating-up-as-supporters-group-um02-dissed-by-impact-technical-director-on-radiotv,benign,long
https://www.realestateky.com/,benign,short
http://www.abesprev.com.br/templatenew1/index.php/links-teis-servios-28.html,malicious,medium
